size,time_micros
500,328
600,400
700,691
800,629
900,1637
1000,1519
1100,1179
1200,1576
1300,1517
1400,1361
1500,1466
1600,1333
1700,1417
1800,1507
1900,1596
2000,1683
2100,1767
2200,1590
2300,1441
2400,1526
2500,1645
2600,1648
2700,1727
2800,1794
2900,1928
3000,2121
3100,2008
3200,2079
3300,2153
3400,2202
3500,2287
3600,2332
3700,2444
3800,2484
3900,2581
4000,2614
4100,2716
4200,2787
4300,2841
4400,2927
4500,2975
4600,3047
4700,3125
4800,3217
4900,3315
5000,3366
5100,3489
5200,3505
5300,4947
5400,5060
5500,5502
5600,6495
5700,5706
5800,5331
5900,5596
6000,6131
6100,5417
6200,5126
6300,5066
6400,5374
6500,5581
6600,4534
6700,4596
6800,5371
6900,5480
7000,5595
7100,5691
7200,5745
7300,5891
7400,5923
7500,5995
7600,6109
7700,6183
7800,6266
7900,6353
8000,8830
8100,9466
8200,8179
8300,5769
8400,5853
8500,5920
8600,6048
8700,6135
8800,8200
8900,9285
9000,8855
9100,6355
9200,6639
9300,7106
9400,6921
9500,7568
9600,6763
9700,7745
9800,6907
9900,7872
10000,7572
10100,7663
10200,7849
10300,10619
10400,10368
10500,9996
10600,9488
10700,9873
10800,10365
10900,9352
11000,9535
11100,9558
11200,8667
11300,8850
11400,8342
11500,8823
11600,8917
11700,9006
11800,8528
11900,9649
12000,8642
12100,9772
12200,8898
12300,9462
12400,9497
12500,9089
12600,9823
12700,9410
12800,9596
12900,9814
13000,9644
13100,10007
13200,10047
13300,10525
13400,10239
13500,10250
13600,10976
13700,10152
13800,10247
13900,10945
14000,10747
14100,11223
14200,10873
14300,11296
14400,10430
14500,11075
14600,11527
14700,10666
14800,11129
14900,11331
15000,11304
15100,11427
15200,11650
15300,11558
15400,11712
15500,12371
15600,12093
15700,12006
15800,12620
15900,15674
16000,16735
16100,15910
16200,16213
16300,14249
16400,13395
16500,12960
16600,13276
16700,12758
16800,13106
16900,13512
17000,12950
17100,13217
17200,13282
17300,17049
17400,17609
17500,14339
17600,13478
17700,16097
17800,18126
17900,14693
18000,13961
18100,14175
18200,17767
18300,16703
18400,13693
18500,14789
18600,14727
18700,15427
18800,14116
18900,14872
19000,15059
19100,15555
19200,14893
19300,15304
19400,15471
19500,17772
19600,20254
19700,15633
19800,16378
19900,14844
20000,15958
20100,15898
20200,15992
20300,16178
20400,16891
20500,15338
20600,16565
20700,18413
20800,21956
20900,18134
21000,16964
21100,17388
21200,16897
21300,17015
21400,17055
21500,16910
21600,17393
21700,17170
21800,17118
21900,17428
22000,17812
22100,17704
22200,17794
22300,17986
22400,17545
22500,17643
22600,17792
22700,17873
22800,18384
22900,18371
23000,18695
23100,20926
23200,23623
23300,18568
23400,19383
23500,23404
23600,20257
23700,18890
23800,19869
23900,20536
24000,18540
24100,20237
24200,25198
24300,19905
24400,19526
24500,25639
24600,21550
24700,19433
24800,20447
24900,19849
25000,20392
25100,20239
25200,20196
25300,20275
25400,20801
25500,20438
25600,20914
25700,20461
25800,21143
25900,20710
26000,20260
26100,21007
26200,24670
26300,26851
26400,25999
26500,21220
26600,21439
26700,21328
26800,25684
26900,25518
27000,21451
27100,22393
27200,22040
27300,21775
27400,22376
27500,21962
27600,22310
27700,22350
27800,22711
27900,22365
28000,22558
28100,26798
28200,25393
28300,22285
28400,22344
28500,23240
28600,22754
28700,28370
28800,26554
28900,22919
29000,23506
29100,23766
29200,24244
29300,23363
29400,23999
29500,24063
29600,23896
29700,24152
29800,24232
29900,24392
30000,25369
30100,30760
30200,31280
30300,24171
30400,24255
30500,24499
30600,31145
30700,26400
30800,24813
30900,24782
31000,24688
31100,24962
31200,24781
31300,25717
31400,24879
31500,25437
31600,25327
31700,25397
31800,25212
31900,32120
32000,31525
32100,27491
32200,25923
32300,26148
32400,31969
32500,27657
32600,28231
32700,31308
32800,26913
32900,26253
33000,29664
33100,30961
33200,26852
33300,26785
33400,30562
33500,31236
33600,29723
33700,28197
33800,29292
33900,33284
34000,32465
34100,30551
34200,35585
34300,31883
34400,27848
34500,27976
34600,28518
34700,27874
34800,27675
34900,28314
35000,32321
35100,32255
35200,28746
35300,28274
35400,28773
35500,32628
35600,32085
35700,29059
35800,29588
35900,29309
36000,29252
36100,29416
36200,29433
36300,36680
36400,29097
36500,35449
36600,34673
36700,32467
36800,30905
36900,30034
37000,30227
37100,30326
37200,29969
37300,30108
37400,30511
37500,33339
37600,30184
37700,30728
37800,31129
37900,30910
38000,31389
38100,30693
38200,43075
38300,35445
38400,34198
38500,32040
38600,33198
38700,33556
38800,37616
38900,35621
39000,33065
39100,33589
39200,33768
39300,33653
39400,34548
39500,34358
39600,34524
39700,34274
39800,34493
39900,33023
40000,32713
40100,32863
40200,33955
40300,38749
40400,32964
40500,33800
40600,34562
40700,34920
40800,54435
40900,37842
41000,31867
41100,32108
41200,37825
41300,43724
41400,39692
41500,38381
41600,32303
41700,32440
41800,32503
41900,32645
42000,32702
42100,41216
42200,38408
42300,32962
42400,33019
42500,35276
42600,37105
42700,35039
42800,34978
42900,36364
43000,35122
43100,35854
43200,35482
43300,35956
43400,35887
43500,35616
43600,36092
43700,36282
43800,36362
43900,36128
44000,41578
44100,38981
44200,41998
44300,37985
44400,43630
44500,37073
44600,45326
44700,36690
44800,37121
44900,36755
45000,45732
45100,37451
45200,37557
45300,37618
45400,37669
45500,37616
45600,38201
45700,39075
45800,37633
45900,38212
46000,38183
46100,38365
46200,38029
46300,45351
46400,37945
46500,38873
46600,38193
46700,38607
46800,38765
46900,41877
47000,47624
47100,40788
47200,38876
47300,38904
47400,39740
47500,39505
47600,39688
47700,39618
47800,39644
47900,39935
48000,39810
48100,49895
48200,46597
48300,41634
48400,46725
48500,40587
48600,40537
48700,48575
48800,40315
48900,40664
49000,40626
49100,40765
49200,40866
49300,41054
49400,40994
49500,41090
49600,48482
49700,41393
49800,41325
49900,41924
50000,41608
50100,41659
50200,41772
50300,41904
50400,42057
50500,48821
50600,42786
50700,42598
50800,42388
50900,42677
51000,42108
51100,48481
51200,43809
51300,52361
51400,42956
51500,42225
51600,43231
51700,50405
51800,43185
51900,43057
52000,43368
52100,48149
52200,46906
52300,43478
52400,43766
52500,43721
52600,43579
52700,47580
52800,46963
52900,43373
53000,44198
53100,44088
53200,44194
53300,45058
53400,44221
53500,52613
53600,46390
53700,49793
53800,44795
53900,44684
54000,54009
54100,48408
54200,50399
54300,45396
54400,47827
54500,50853
54600,51452
54700,45884
54800,45935
54900,45976
55000,45677
55100,46563
55200,45986
55300,46451
55400,46084
55500,64566
55600,67770
55700,57460
55800,56255
55900,53723
56000,53312
56100,62657
56200,51699
56300,65096
56400,61692
56500,64823
56600,63979
56700,55305
56800,55918
56900,63018
57000,56775
57100,61310
57200,61622
57300,65644
57400,58077
57500,58702
57600,55387
57700,54663
57800,65684
57900,67771
58000,56965
58100,55820
58200,56201
58300,56198
58400,76468
58500,56975
58600,56541
58700,56364
58800,68616
58900,63761
59000,60342
59100,70113
59200,54679
59300,59695
59400,63738
59500,57904
59600,57633
59700,66808
59800,58178
59900,78740
60000,63584
60100,66563
60200,69718
60300,60137
60400,67602
60500,59533
60600,65710
60700,64707
60800,56389
60900,68703
61000,58687
61100,68932
61200,55215
61300,90735
61400,72913
61500,69002
61600,61372
61700,78838
61800,55636
61900,63818
62000,77871
62100,72004
62200,77090
62300,70431
62400,72633
62500,67092
62600,69611
62700,74980
62800,57766
62900,69624
63000,68016
63100,68080
63200,61993
63300,60891
63400,71635
63500,74257
63600,64746
63700,76481
63800,58632
63900,72126
64000,74226
64100,81670
64200,69608
64300,62397
64400,87493
64500,78037
64600,62652
64700,61682
64800,62194
64900,62339
65000,64539
65100,67219
65200,73728
65300,70721
65400,73104
65500,62899
65600,63270
65700,68017
65800,67774
65900,72926
66000,71442
66100,89953
66200,63635
66300,57365
66400,56648
66500,57302
66600,57429
66700,58695
66800,61921
66900,61277
67000,59704
67100,58127
67200,57353
67300,57627
67400,56974
67500,60295
67600,61373
67700,63142
67800,59295
67900,64694
68000,57251
68100,57731
68200,60123
68300,62316
68400,57849
68500,57994
68600,65867
68700,68070
68800,60715
68900,58181
69000,58676
69100,67938
69200,58105
69300,65678
69400,60057
69500,58168
69600,63514
69700,62853
69800,58838
69900,67992
70000,59289
70100,59694
70200,67766
70300,59716
70400,60444
70500,65911
70600,74119
70700,61985
70800,60296
70900,60186
71000,60665
71100,68609
71200,71100
71300,63514
71400,66084
71500,63907
71600,65361
71700,72805
71800,60512
71900,60721
72000,60589
72100,61287
72200,61217
72300,61611
72400,61223
72500,61880
72600,61999
72700,61669
72800,72253
72900,66118
73000,61878
73100,61977
73200,62447
73300,62423
73400,70652
73500,62195
73600,62724
73700,62595
73800,67628
73900,63584
74000,62969
74100,68021
74200,64187
74300,62978
74400,71598
74500,68459
74600,71721
74700,63271
74800,63815
74900,63373
75000,94095
75100,62873
75200,63711
75300,64673
75400,63663
75500,71208
75600,64479
75700,71861
75800,64551
75900,64142
76000,64809
76100,65085
76200,65107
76300,65545
76400,64900
76500,65184
76600,65651
76700,64960
76800,72914
76900,65603
77000,65822
77100,72901
77200,67414
77300,74407
77400,71736
77500,63943
77600,73888
77700,74625
77800,71872
77900,69630
78000,67069
78100,66837
78200,74248
78300,74887
78400,66950
78500,67053
78600,66889
78700,66455
78800,75251
78900,76211
79000,73043
79100,79198
79200,68009
79300,67407
79400,76960
79500,67863
79600,67316
79700,76944
79800,72423
79900,71864
80000,67499
80100,71777
80200,74538
80300,69230
80400,69119
80500,76496
80600,79647
80700,70666
80800,68833
80900,77640
81000,69135
81100,69803
81200,69743
81300,69218
81400,69006
81500,72971
81600,82508
81700,70005
81800,70367
81900,70070
82000,70121
82100,78577
82200,70172
82300,70297
82400,70285
82500,70284
82600,71022
82700,70846
82800,70941
82900,70523
83000,71157
83100,71118
83200,73536
83300,75382
83400,71462
83500,71241
83600,71363
83700,77132
83800,79583
83900,79516
84000,72503
84100,80475
84200,71436
84300,79418
84400,86700
84500,71777
84600,80716
84700,73400
84800,73178
84900,84029
85000,79585
85100,85903
85200,77850
85300,74797
85400,73545
85500,73561
85600,73686
85700,81391
85800,73966
85900,88903
86000,80273
86100,74297
86200,83367
86300,78878
86400,75454
86500,74548
86600,74491
86700,74702
86800,82142
86900,74891
87000,79623
87100,76187
87200,75015
87300,74936
87400,83028
87500,75406
87600,76693
87700,75803
87800,76091
87900,75936
88000,76842
88100,86768
88200,86215
88300,86028
88400,77109
88500,76631
88600,84411
88700,76372
88800,92445
88900,83682
89000,76884
89100,76810
89200,76691
89300,76891
89400,84653
89500,77472
89600,77083
89700,77137
89800,83979
89900,77971
90000,86318
90100,91060
90200,77370
90300,78287
90400,77970
90500,79891
90600,87672
90700,81892
90800,78653
90900,83557
91000,80181
91100,79141
91200,78978
91300,79081
91400,78726
91500,94772
91600,79331
91700,78900
91800,86698
91900,78857
92000,80400
92100,83067
92200,80066
92300,79906
92400,87966
92500,80364
92600,80423
92700,79861
92800,80295
92900,80995
93000,90693
93100,88686
93200,80348
93300,80805
93400,81076
93500,81323
93600,81420
93700,81657
93800,80742
93900,80994
94000,81198
94100,88280
94200,82052
94300,81047
94400,81521
94500,89508
94600,90960
94700,89621
94800,82238
94900,82440
95000,89501
95100,82046
95200,85501
95300,85252
95400,82374
95500,82765
95600,90177
95700,91161
95800,83139
95900,83029
96000,83029
96100,90705
96200,84030
96300,83605
96400,90042
96500,83675
96600,89959
96700,84077
96800,83083
96900,83636
97000,83842
97100,88336
97200,87556
97300,83772
97400,92423
97500,83951
97600,83986
97700,84730
97800,91939
97900,85195
98000,92574
98100,85412
98200,93686
98300,85410
98400,86258
98500,85423
98600,85687
98700,86022
98800,85121
98900,85841
99000,86232
99100,86833
99200,91669
99300,95022
99400,85757
99500,86245
99600,86142
99700,86464
99800,86665
99900,87800
100000,86403
